char,jyutping
睇唔上,tai2 m4 soeng5
睇唔上眼,tai2 m4 soeng5 ngaan5
睇唔入眼,tai2 m4 jap6 ngaan5
睇唔出,tai2 m4 ceot1
睇唔出嚟,tai2 m4 ceot1 lai4
睇唔切,tai2 m4 cit3
睇唔完,tai2 m4 jyun4
睇唔真,tai2 m4 zan1
睇唔睇到,tai2 m4 tai2 dou2
睇唔起,tai2 m4 hei2
睇唔過眼,tai2 m4 gwo3 ngaan5
睇唔開,tai2 m4 hoi1
睇情況啦,tai2 cing4 fong3 la1
睇我唔起,tai2 ngo5 m4 hei2
睇相佬呃你十年八年,tai2 soeng3 lou2 aak1 nei5 sap6 nin4 baat3 nin4
睇相佬呃你十年八年,tai2 soeng3 lou2 ngaak1 nei5 sap6 nin4 baat3 nin4
睇真啲,tai2 zan1 di1
睇都唔睇,tai2 dou1 m4 tai2
睇開啲,tai2 hoi1 di1
睇餸食飯睇燭喃嘸,tai2 sung3 sik6 faan6 tai2 zuk1 naam4 mo4
睇餸食飯，睇燭喃嘸,tai2 sung3 sik6 faan6 tai2 zuk1 naam4 mo4
睜隻眼閉隻眼,zang1 zek3 ngaan5 bai3 zek3 ngaan5
睡着啦,seoi6 zoek6 laa1
睬你都憨,coi2 nei5 dou1 ham1
睬你都生臭狐,coi2 nei5 dou1 saang1 cau3 wu4
睬佢都,coi2 keoi5 dou1
睬佢都傻,coi2 keoi5 dou1 so4
睬佢都戇,coi2 keoi5 dou1 ngong6
睬唔睬,coi2 m4 coi2
睬返佢,coi2 faan1 keoi5
睺住佢,hau1 zyu6 keoi5
睺唔實,hau1 m4 sat6
睺實佢,hau1 sat6 keoi5
瞄咗一眼,miu4 zo2 jat1 ngaan5
瞄咗下,miu4 zo2 haa5
瞓唔夠,fan3 m4 gau3
瞓唔安食唔落,fan3 m4 on1 sik6 m4 lok6
瞓唔着,fan3 m4 zyu6
瞓唔着覺,fan3 m4 zoek6 gaau3
瞓喺度都贏,fan3 hai2 dou6 dou1 jeng4
瞓得唔淰,fan3 dak1 m4 nam6
瞓晏咗,fan3 aan3 zo2
瞓晒身落去,fan3 saai3 san1 lok6 heoi3
瞓覺啦你,fan3 gaau3 laa1 nei5
瞓覺喇,fan3 gaau3 laa3
瞓覺喇你,fan3 gaau3 laa4 nei5
瞞住我,mun4 zyu6 ngo5
瞠唔開眼,caang1 m4 hoi1 ngaan5
知人口面不知心,zi1 jan4 hau2 min6 bat1 zi1 sam1
知人知面不知心,zi1 jan4 zi1 min6 bat1 zi1 sam1
知人者智，自知者明,zi1 jan4 ze2 zi3 zi6 zi1 ze2 ming4
知其一不知其二,zi1 kei4 jat1 bat1 zi1 kei4 ji6
知其一，不知其二,zi1 kei4 jat1 bat1 zi1 kei4 ji6
知其不可爲而爲之,zi1 kei4 bat1 ho2 wai4 ji4 wai4 zi1
知其然，不知其所以然,zi1 kei4 jin4 bat1 zi1 kei4 so2 ji5 jin4
知唔少,zi1 m4 siu2
知唔知個死字點寫,zi1 m4 zi1 go3 sei2 zi6 dim2 se2
知唔知個醜字點寫,zi1 m4 zi1 go3 cau2 zi6 dim2 se2
知唔知埞呀,zi1 m4 zi1 deng6 aa3
知啲唔知啲,zi1 di1 m4 zi1 di1
知子莫若父,zi1 zi2 mok6 joek6 fu6
知就好啦,zi1 zau6 hou2 laa1
知己知彼，百戰不殆,zi1 gei2 zi1 bei2 baak3 zin3 bat1 toi5
知彼知己，百戰不殆,zi1 bei2 zi1 gei2 baak3 zin3 bat1 toi5
知彼知己，百戰百勝,zi1 bei2 zi1 gei2 baak3 zin3 baak3 sing3
知恥近乎勇,zi1 ci2 gan6 fu4 jung5
知識越多越反動,zi3 sik1 jyut6 do1 jyut6 faan2 dung6
知錯啦,zi1 co3 la1
知頭唔知尾,zi1 tau4 m4 zi1 mei5
短啲頭髮,dyun2 di1 tau4 faat3
矮仔多計，矮女多仔,ai2 zai2 do1 gai2 ai2 neoi2 do1 zai2
矮啲腯,ai2 di1 dat1
石地塘鐵掃把,sek6 dei6 tong4 tit3 sou3 baa2
石地塘鐵掃把硬打硬,sek6 dei6 tong4 tit1 sou3 baa2 ngaang6 daa2 ngaang6
砌十鑊八鑊,cai3 sap6 wok6 baat3 wok6
破屋又遭連夜雨,po3 uk1 jau6 zou1 lin4 je6 jyu5
硬係唔信,ngaang2 hai6 m4 seon3
硬係噉,ngaang2 hai6 gam2
硬咗舦,ngaang6 zo2 taai5
硬唔硬,ngaang6 m4 ngaang6
碗碟碰埋都有聲,wun2 dip6 pung3 maai4 dou1 jau5 seng1
磨破嘴皮子,mo4 po3 zeoi2 pei4 zi2
神不知鬼不覺,san4 bat1 zi1 gwai2 bat1 gok3
神主牌都會喐,san4 zyu2 paai2 dou1 wui5 juk1
神又係你鬼又係你,san4 jau6 hai6 nei5 gwai2 jau6 hai6 nei5
神又係佢鬼又係佢,san4 jau6 hai6 keoi5 gwai2 jau6 hai6 keoi5
神又係佢，鬼又係佢,san4 jau6 hai6 keoi5 gwai2 jau6 hai6 keoi5
神檯貓屎神憎鬼厭,san4 toi4 maau1 si2 san4 zang1 gwai2 jim3
神聖不可侵犯,san4 sing3 bat1 ho2 cam1 faan6
神舟號飛船,san4 zau1 hou6 fei1 syun4
神龍見首不見尾,san4 lung4 gin3 sau2 bat1 gin3 mei5
禀神都冇句真,ban2 san4 dou1 mou5 geoi3 zan1
禍不及妻兒,wo6 bat1 kap6 cai1 ji4
禮多人不怪,lai5 do1 jan4 bat1 gwaai3
禮輕人意重,lai5 hing1 jan4 ji3 cung5
禮輕人意重，千里送鵝毛,lai5 hing1 jan4 ji3 zung6 cin1 lei5 sung3 ngo4 mou4
禮輕情意重,lai5 hing1 cing4 ji3 zung6
禾熟噉頭,wo4 suk6 gam2 tau2
禾稈冚珍珠,wo4 gon2 kam2 zan1 zyu1
秀才不出門，全知天下事,sau3 coi4 bat1 ceot1 mun4 cyun4 zi1 tin1 haa6 si6
秀才不出門，能知天下事,sau3 coi2 bat1 ceot1 mun4 nang4 zi1 tin1 haa6 si6
秀才遇着兵,sau3 coi2 jyu6 zoek6 bing1
私人醒嘅,si1 jan4 sing2 ge3
秋蟬跌落地,cau1 sim4 dit3 lok6 dei6
秋風掃落葉,cau1 fung1 sou3 lok6 jip6
秋風起，三蛇肥,cau1 fung1 hei2 saam1 se4 fei4
秋風起，食臘味,cau1 fung1 hei2 sik6 laap6 mei2
稀裏嘩啦,hei1 leoi5 waa1 laa1
程尋磨鉸叉燒包，老鼠唔食豆沙包,cing1 cam1 mo4 gaau3 caa1 siu1 baau1 lou5 syu2 m4 sik6 dau6 saa1 baau1
稟神噉聲,ban2 san4 gam2 seng1
稟神都冇句真,ban2 san4 dou1 mou5 geoi3 zan1
種瓜得瓜，種豆得豆,zung3 gwaa1 dak1 gwaa1 zung3 dau2 dak1 dau2
稱唔上,cing1 m4 soeng5
積埋啲錢,zik1 maai4 di1 cin4
穩坐釣魚臺,wan2 zo6 diu3 jyu4 toi4
究竟咩事,gau3 ging2 me1 si6
空口說白話,hung1 hau2 syut3 baak6 waa6
空心大老倌,hung1 sam1 daai6 lou5 gun1
空穴來風未必無因,hung1 jyut6 loi4 fung1 mei6 bit1 mou4 jan1
穿一條褲子,cyun1 jat1 tiu4 fu3 zi2
穿咗窿,cyun1 zo2 lung1
窒咗一下,zat6 zo2 jat1 haa5
窮到褲穿窿,kung4 dou3 fu3 cyun1 lung1
窮在鬧市無人問，富在深山有遠親,kung4 zoi6 naau6 si5 mou4 jan4 man6 fu3 zoi6 sam1 saan1 jau5 jyun5 can1
窿窿啦啦,lung1 lung1 la1 la1
竊鉤者誅，竊國者侯,sit3 ngau1 ze2 zyu1 sit3 gwok3 ze2 hau4
立於不敗之地,laap6 jyu1 bat1 baai6 zi1 dei6
站着說話不腰疼,zaam6 zoek6 syut3 waa6 bat1 jiu1 tung3
童子軍跳彈牀,tung4 zi2 gwan1 tiu3 daan6 cong4
童子軍跳彈牀是但,tung4 zi2 gwan1 tiu3 daan6 cong4 si6 daan6
竹筒倒豆子,zuk1 tung2 dou2 dau2 zi2
竹籃打水，一場空,zuk1 laam4 daa2 seoi2 jat1 coeng4 hung1
竹門對竹門，木門對木門,zuk1 mun4 deoi3 zuk1 mun4 muk6 mun4 deoi3 muk6 mun4
笑到㗎㗎聲,siu3 dou3 gaak1 gaak1 seng1
笑到畸畸聲,siu3 dou3 ki1 ki1 seng1
笑到肚都攣,siu3 dou3 tou5 dou1 lyun1
笑到腸都攣,siu3 dou3 coeng2 dou1 lyun1
笑到見牙唔見眼,siu3 dou3 gin3 ngaa4 m4 gin3 ngaan5
笑大人個口,siu3 daai6 jan4 go3 hau2
笑左，笑埋右,siu3 zo2 siu3 maai4 jau6
笑撚咗,siu3 lan2 zo2
笑笑口噉講,siu3 siu3 hau2 gam2 gong2
笑貧不笑娼,siu3 pan4 bat1 siu3 coeng1
笠亂食嘢,laap6 lyun2 sik6 je5
第二啲,dai6 ji6 di1
第樣嘢,dai6 joeng6 je5
筆勝於刀文比武強,bat1 sing3 jyu1 dou1 man4 bei2 mou5 koeng4
等佢覆,dang2 keoi5 fuk1
等到頸都長,dang2 dou3 geng2 dou1 coeng4
等埋我,dang2 maai4 ngo5
等我一陣,dang2 ngo5 jat1 zan6
等我去吖,dang2 ngo5 heoi3 aa1
等我嚟,dang2 ngo5 lai4
等我着衫,dang2 ngo5 zoek3 saam1
等我睇下,dang2 ngo5 tai2 haa5
等極唔見,dang2 gik6 m4 gin3
等等啦,dang2 dang2 la1
等緊你啊,dang2 gan2 nei5 aa3
等陣搵你,dang2 zan6 wan2 nei5
答唔切,daap3 m4 cit3
箍唔過,ku1 m4 gwo3
算乜嘢,syun3 mat1 je5
算你夠運,syun3 nei5 gau3 wan6
算你好彩,syun3 nei5 hou2 coi2
算你狠,syun3 nei5 han2
算你行運,syun3 nei5 haang4 wan6
算係吖,syun3 hai6 a1
算係咁,syun3 hai6 gam3
算係噉,syun3 hai6 gam2
算係點,syun3 hai6 dim2
算咩啊你,syun3 me1 aa3 nei5
算埋我,syun3 maai4 ngo5
算好啦,syun3 hou2 la1
算數喇,syun3 sou3 laa3
管他三七二十一,gun2 taa1 saam1 cat1 ji6 sap6 jat1
篤佢背脊,duk1 keoi5 bui3 zek3
篤穿佢,duk1 cyun1 keoi5
籠裏雞作反,lung4 leoi5 gai1 zok3 faan2
粒粒皆辛苦,nap1 nap1 gaai1 san1 fu2
粒聲唔出,nap1 seng1 m4 ceot1
粒聲都唔出,lap1 seng1 dou1 m4 ceot1
粒聲都唔出,nap1 seng1 dou1 m4 ceot1
粗重嘢,cou1 cung5 je5
精人出口笨人出手,zeng1 jan4 ceot1 hau2 ban6 jan4 ceot1 sau2
精人出口，笨人出手,zeng1 jan4 ceot1 hau2 ban6 jan4 ceot1 sau2
精到佢,zeng1 dou3 keoi5
精到冇譜,zeng1 dou3 mou5 pou2
精神爲之一振,zing1 san4 wai4 zi1 jat1 zan3
精誠所至，金石爲開,zing1 sing4 so2 zi3 gam1 sek6 wai4 hoi1
精過冇尾蛇,zeng1 gwo3 mou5 mei5 se4
精都唔笨,zeng1 dou1 m4 ban6
紀念我,gei2 nim6 ngo5
約咗人,joek3 zo2 jan4
約好咗,joek3 hou2 zo2
紅橙黃綠藍靛紫,hung4 caang2 wong4 luk6 laam4 din6 zi2
紅透半邊天,hung4 tau3 bun3 bin1 tin1
紙包不住火,zi2 baau1 bat1 zyu6 fo2
紙包唔住火,zi2 baau1 m4 zyu6 fo2
紙扎老虎：有威冇勢,zi2 zaat3 lou5 fu2 jau5 wai1 mou5 sai3
紥實佢,zaat3 sat6 keoi5
累咗你,leoi6 zo2 nei5
細佬吹喇叭,sai3 lou2 ceoi1 laa3 baa1
細個仔嗰陣,sai3 go3 zai2 go2 zan6
細個嗰陣時,sai3 go3 go2 zan6 si4
細力啲吖,sai3 lik6 di1 a1
細時偷針大時偷金,sai3 si4 tau1 zam1 daai6 si4 tau1 gam1
細聲啲,sai3 seng1 di1
細路仔鴛鴦,sai3 lou6 zai2 jyun1 joeng1
終須有日龍穿鳳,zung1 seoi1 jau5 jat6 lung4 cyun1 fung6
結秦晉之好,git3 ceon4 zeon3 zi1 hou2
絕對啦,zyut6 deoi3 la1
絞唔埋纜,gaau2 m4 maai4 laam6
絡住囉柚吊頸,lok6 zyu6 lo1 jau2 diu3 geng2
絡住屎忽吊頸,lok3 zyu6 si2 fat1 diu3 geng2
給你發現,kap1 nei5 faat3 jin6
給回你,kap1 wui4 nei5
綁得咁鬆,bong2 dak1 gam3 sung1
經不起推究,ging1 bat1 hei2 teoi1 gau3
經唔起,ging1 m4 hei2
經唔起考驗,ging1 m4 hei2 haau2 jim6
經常唔係,ging1 soeng4 m4 hai6
經常啦,ging1 soeng4 la1
緊唔緊要,gan2 m4 gan2 jiu3
緊要啦,gan2 jiu3 la1
縮唔切,suk1 m4 cit1
縮埋一二角,sok1 maai4 jat1 ji6 gok3
縮埋一二角,suk1 maai4 jat1 zi6 gok3
縮開你條撚,suk1 hoi1 nei5 tiu4 lan2
縮開啲,suk1 hoi1 di1
繼續諗下,gai3 zuk6 nam2 haa5
繼續諗諗,gai3 zuk6 nam2 nam2
置之死地而後生,zi3 zi1 sei2 dei6 ji4 hau6 sang1
置諸死地而後生,zi3 zyu1 sei2 dei6 ji4 hau6 sang1
罷黜百家，獨尊儒術,baa6 ceot1 baak3 gaa1 duk6 zyun1 jyu4 seot6
羊咩仔,joeng4 me1 zai2
羊咩咩,joeng4 me1 me1
羊咩屎,joeng4 me1 si2
羊咩鬚,joeng4 me1 sou1
羣起而攻之,kwan4 hei2 ji4 gung1 zi1
羨慕妒忌恨,sin6 mou6 dou3 gei6 han6
義氣搏兒戲,ji6 hei3 bok3 ji4 hei1
習得性無助感,zaap6 dak1 sing3 mou4 zo6 gam2
習慣成自然,zaap6 gwaan3 sing4 zi6 jin4
翻手爲雲覆手變雨,faan1 sau2 wai4 wan4 fuk1 sau2 bin3 jyu5
翻臉不認人,faan1 lim5 bat1 jing6 jan4
老人成嫩仔,lou5 jan4 sing4 nyun6 zai2
老到巢皮咪𠵼,lou5 dou3 caau4 pei4 mi1 mang1
老吾老以及人之老,lou5 ng4 lou5 ji5 kap6 jan4 zi1 lou5
老吾老，以及人之老,lou5 ng4 lou5 ji5 kap6 jan4 zi1 lou5
老吾老，以及人之老，幼吾幼，以及人之幼,lou5 ng4 lou5 ji5 kap6 jan4 zi1 lou5 jau3 ng4 jau3 ji5 kap6 jan4 zi1 jau3
老嘢老友,lou5 je5 lou5 jau5
老大徒傷悲,lou5 daai6 tou4 soeng1 bei1
老師講㗎,lou5 si1 gong2 gaa2
老死不相往來,lou5 sei2 bat1 soeng1 wong5 loi4
老牛食嫩草,lou5 ngau4 sik6 nyun6 cou2
老王賣瓜，自賣自誇,lou5 wong2 maai6 gwaa1 zi6 maai6 zi6 kwaa1
老番睇榜第一,lou5 faan1 tai2 bong2 dai6 jat1
老糠都搾出油,lou5 hong1 dou1 zaa3 ceot1 jau4
老虎唔發威當病貓,lou5 fu2 m4 faat3 wai1 dong3 beng6 maau1
老虎都打死幾隻,lou5 fu2 dou1 daa2 sei2 gei2 zek3
老虎頭上叮虱乸,lou5 fu2 tau4 soeng6 deng1 sat1 naa2
老襯喇,lou5 can3 laa3
老驥伏櫪，志在千里,lou5 kei3 fuk6 lik1 zi3 zoi6 cin1 lei5
老鼠噉眼,lou5 syu2 gam2 ngaan5
老鼠尾生瘡,lou5 syu2 mei5 saang1 cong1
老鼠拉龜，無從下手,lou5 syu2 laai1 gwai1 mou4 cung4 haa6 sau2
老鼠拖木鍁，大頭在後頭,lou5 syu2 to1 muk6 hin1 daai6 tau4 zoi6 hau6 tau4
老鼠跌落天秤,lou5 syu2 dit3 lok6 tin1 ping4
老鼠過街，人人喊打,lou5 syu2 gwo3 gaai1 jan4 jan4 haam3 daa2
考唔倒,haau2 m4 dou2
考唔合格,haau2 m4 hap6 gaak3
考唔考,haau2 m4 haau2
考得咁差,haau2 dak1 gam3 caa1
考衰咗,haau2 seoi1 zo2
考起佢,haau2 hei2 keoi5
而字咁手,ji4 zi6 gam2 sau2
而字噉手,ji4 zi6 gam2 sau2
而家啦,ji4 gaa1 la1
而家我,ji4 gaa1 ngo5
耍得團團轉,saa2 dak1 tyun4 tyun4 zyun3
耍手兼擰頭,saa2 sau2 gim1 ning6 tau2
耐佢唔何,noi6 keoi5 m4 ho4
耐唔中,noi6 m4 zung1
耐唔時,noi6 m4 si2
耐唔耐,noi6 m4 noi2
耕者有其田,gaang1 ze2 jau5 kei4 tin4
耳聞不如目見,ji5 man4 bat1 jyu4 muk6 gin3
耳聽爲虛，眼見爲實,ji5 ting1 wai4 heoi1 ngaan5 gin3 wai4 sat6
耷唔切,dap1 m4 cit3
聞到棺材香,man4 dou2 gun1 coi4 hoeng1
聞名不如見面,man4 ming4 bat1 jyu4 gin3 min6
聞唔出,man4 m4 ceot1
聰明一世，懵懂一時,cung1 ming4 jat1 sai3 mung2 dung2 jat1 si4
聰明一世，糊塗一時,cung1 ming4 jat1 sai3 wu4 tou4 jat1 si4
聰明一世，蠢鈍一時,cung1 ming4 jat1 sai3 ceon2 deon6 jat1 si4
聰明反被聰明誤,cung1 ming4 faan2 bei6 cung1 ming4 ng6
聲大大，冇嘢賣,seng1 daai6 daai6 mou5 je5 maai6
聲大夾冇準,seng1 daai6 gaap3 mou5 zeon2
聽佢噉講,teng1 keoi5 gam2 gong2
聽佢指,teng1 keoi5 zi2
聽價唔聽斗,teng1 gaa3 m4 teng1 dau2
聽君一席話，勝讀十年書,ting1 gwan1 jat1 zik6 waa6 sing3 duk6 sap6 nin4 syu1
聽唔入耳,teng1 m4 jap6 ji5
聽唔出,teng1 m4 ceot1
聽唔切,ting1 m4 cit3
聽唔清,teng1 m4 cing1
聽唔清楚,teng1 m4 cing1 co2
聽唔聽到,teng1 m4 teng1 dou2
聽故唔好駁故,teng1 gu2 m4 hou2 bok3 gu2
聽日有咩,ting1 jat6 jau5 me1
聽晚先喇,ting1 maan5 sin1 laa3
聽見風就是雨,ting1 gin3 fung1 zau6 si6 jyu5
聽話啲啦,teng1 waa6 di1 la1
聽話聽聲，鑼鼓聽音,ting1 waa6 ting1 sing1 lo4 gu2 ting1 jam1
聾耳陳養雞,lung4 ji5 can2 joeng5 gai1
肉隨砧板上,juk6 ceoi4 zam1 baan2 soeng6
肉麻當有趣,juk6 maa4 dong3 jau5 ceoi3
肏你媽,cou3 nei5 maa1
肥毒矮𨳍窮,fei4 duk6 ai2 cat6 kung4
肥水不流別人田,fei4 seoi2 bat1 lau4 bit6 jan4 tin4
肥水不流外人田,fei4 seoi2 bat1 lau4 ngoi6 jan4 tin4
肯去啦嘛,hang2 heoi3 laa1 maa3
肯定冇啦,hang2 ding6 mou5 laa1
肯定去啦,hang2 ding6 heoi3 laa1
肯定好啦,hang2 ding6 hou2 laa1
肯定走啦,hang2 ding6 zau2 laa1
肺講嘢,fai3 gong2 je5
胭脂馬難騎,jin1 zi1 maa5 naan4 ke4
胳膊肘朝外拐,gaak3 bok3 zau2 ciu4 ngoi6 gwaai2
胸大冇腦,hung1 daai6 mou5 nou5
能人所不能,nang4 jan4 so2 bat1 nang4
能醫不自醫,nang4 ji1 bat1 zi6 ji1
脫褲子放屁,tyut3 fu3 zi2 fong3 pei3
腦囟未生埋,nou5 seon2 mei6 saang1 maai4
腦囟都未生埋,nou5 seon2 dou1 mei6 saang1 maai4
腦生喺屎忽度,nou5 saang1 hai2 si2 fat1 dou6
腳指尾拉西,goek3 zi2 mei1 laai1 sai1
腳法唔錯,goek3 faat3 m4 co3
腳趾尾拉西,goek3 zi2 mei1 laai1 sai1
腳踏兩條船,goek3 daap6 loeng5 tiu4 syun4
腳頭唔好,goek3 tau4 m4 hou2
膊頭高過耳,bok3 tau4 gou1 gwo3 ji5
膝頭哥唔食辣椒醬,sat1 tau4 go1 m4 sik6 laat6 ziu1 zoeng3
膝頭哥對上就係脾,sat1 tau4 go1 deoi3 soeng6 zau6 hai6 bei2
膝頭哥對上就係髀,sat1 tau4 go1 deoi3 soeng6 zau6 hai6 bei2
膝頭哥撟眼淚,sat1 tau4 go1 giu2 ngaan5 leoi6
膝頭哥撨眼淚,sat1 tau4 go1 giu2 ngaan5 leoi6
膝頭哥矯眼淚,sat1 tau4 go1 giu2 ngaan5 leoi6
膝頭哥繳眼淚,sat1 tau4 go1 giu2 ngaan5 leoi6
膝頭大過髀,sat1 tau4 daai6 gwo3 bei2
臉紅脖子粗,lim5 hung4 but6 zi2 cou1
臨天光瀨尿,lam4 tin1 gwong1 laai6 niu6
臨屎急開坑,lam4 si2 gap1 hoi1 haang1
臨急抱佛腳,lam4 gap1 pou5 fat6 goek3
臨時抱佛腳,lam4 si4 pou5 fat6 goek3
臨淵羨魚，不如退而結網,lam4 jyun1 sin6 jyu4 bat1 jyu4 teoi3 ji4 git3 mong5
臨老入花叢,lam4 lou5 jap6 faa1 cung4
臨老唔過得世,lam4 lou5 m4 gwo3 dak1 sai3
臨老學吹打,lam4 lou2 hok6 ceoi1 daa2
臨老過唔到世,lam4 lou5 gwo3 m4 dou2 sai3
自己攞嚟死,zi6 gei2 lo2 lei4 sei2
自己攞嚟衰,zi6 gei2 lo2 lai4 seoi1
自己最知自己事,zi6 gei2 zeoi3 zi1 zi6 gei2 si6
自己的事自己做,zi6 gei2 dik1 si6 zi6 gei2 zou6
自己身有屎,zi6 gei2 san1 jau5 si2
自己顧自己,zi6 gei2 gu3 zi6 gei2
自我中心,zi6 ngo5 zung1 sam1
自我介紹,zi6 ngo5 gaai3 siu6
自我作古,zi6 ngo5 zok3 gu2
自我吹噓,zi6 ngo5 ceoi1 heoi1
自我感覺良好,zi6 ngo5 gam2 gok3 loeng4 hou2
自我改造,zi6 ngo5 goi2 zou6
自我發展,zi6 ngo5 faat3 zin2
自我解嘲,zi6 ngo5 gaai2 zaau1
自我評價,zi6 ngo5 ping4 gaa3
自我防衛,zi6 ngo5 fong4 wai6
自掃門前雪,zi6 sou3 mun4 cin4 syut3
臭坑出臭草,cau3 haang1 ceot1 cau3 cou2
臭罌出臭草,cau3 aang1 ceot1 cau3 cou2
至多唔係,zi3 do1 m4 hai6
臺上一分鐘，臺下十年功,toi4 soeng6 jat1 fan1 zung1 toi4 haa6 sap6 nin4 gung1
臺上三分鐘，臺下十年功,toi4 soeng6 saam1 fan1 zung1 toi4 haa6 sap6 nin4 gung1
舂個頭埋去,zung1 go3 tau4 maai4 heoi3
舅父打外甥，打死冇人爭,kau5 fu2 daa2 ngoi6 sang1 daa2 sei2 mou5 jan4 zang1
與人方便，自己方便,jyu5 jan4 fong1 bin6 zi6 gei2 fong1 bin6
與全世界爲敵，冒天下之大不韙,jyu5 cyun4 sai3 gaai3 wai4 dik6 mou6 tin1 haa6 zi1 daai6 bat1 wai5
與時間賽跑,jyu5 si4 gaan3 coi3 paau2
舉頭三尺有神明,geoi2 tau4 saam1 cek3 jau5 san4 ming4
舊的不去，新的不來,gau6 dik1 bat1 heoi3 san1 dik1 bat1 loi4
舞龍咁舞,mou5 lung4 gam3 mou5
舞龍噉舞,mou5 lung4 gam2 mou5
舢舨充炮艇,saan1 baan2 cung1 paau3 teng5
般若波羅密,bo1 je5 bo1 lo4 mat6
船到橋頭自然直,syun4 dou3 kiu4 tau4 zi6 jin4 zik6
船到江心，補漏遲,syun4 dou3 gong1 sam1 bou2 lau6 ci4
船頭驚鬼船尾驚賊,syun4 tau4 geng1 gwai2 syun4 mei5 geng1 caak6
船頭驚鬼，船尾驚賊,syun4 tau4 geng1 gwai2 syun4 mei5 geng1 caak2
良心當狗肺,loeng4 sam1 dong3 gau2 fai3
良禽擇木而棲,loeng4 kam4 zaak6 muk6 ji4 cai1
色字頭上一把刀,sik1 zi6 tau4 soeng6 jat1 baa2 dou1
色香味俱全,sik1 hoeng1 mei6 keoi1 cyun4
花心大蘿蔔,faa1 sam1 daai6 lo4 baak6
花有重開日，人無再少年,faa1 jau5 cung5 hoi1 jat6 jan4 mou4 zoi3 siu3 nin4
花無百日紅,faa1 mou4 baak3 jat6 hung4
花被冚雞籠,faa1 pei5 kam2 gai1 lung4
花被𢫏雞籠外邊好睇裏頭空,faa1 pei5 kam2 gai1 lung4 ngoi6 bin6 hou2 tai2 leoi5 tau4 hung1
花錢找罪受,faa1 cin2 zaau2 zeoi6 sau6
苟富貴，勿相忘,gau2 fu3 gwai3 mat6 soeng1 mong4
若要人不知，除非己莫爲,joek6 jiu3 jan4 bat1 zi1 ceoi4 fei1 gei2 mok6 wai4
若要窮，神壇社廟逞英雄,joek6 jiu3 kung4 san4 taan4 se5 miu6 cing2 jing1 hung4
苦海無邊，回頭是岸,fu2 hoi2 mou4 bin1 wui4 tau4 si6 ngon6
苦瓜乾噉口面,fu2 gwaa1 gon1 gam2 hau2 min6
苦瓜乾噉樣,fu2 gwaa1 gon1 gam2 joeng2
苦瓜噉嘅面,fu2 gwaa1 gam2 ge3 min6
苦瓜噉面,fu2 gwaa1 gam2 min6
英雄所見略同,jing1 hung4 so2 gin3 loek6 tung4
英雄無用武之地,jing1 hung4 mou4 jung6 mou5 zi1 dei6
英雄難過美人關,jing1 hung4 naan4 gwo3 mei5 jan4 gwaan1
茄士咩,ke1 si6 me1
荷包糠糠地,ho4 baau1 hong2 hong2 dei2
萬一佢,maan6 jat1 keoi5
萬一佢話,maan6 jat1 keoi5 waa6
萬丈高樓平地起,maan6 zoeng6 gou1 lau4 ping4 dei6 hei2
萬事俱備，只欠東風,maan6 si6 keoi1 bei6 zi2 him3 dung1 fung1
萬事皆備，只欠東風,maan6 si6 gaai1 bei6 zi2 him3 dung1 fung1
萬事起頭難,maan6 si6 hei2 tau4 naan4
萬大事有我,maan6 daai6 si6 jau5 ngo5
萬惡淫爲首,maan6 ok3 jam4 wai4 sau2
萬水千山總是情,maan6 seoi2 cin1 saan1 zung2 si6 cing4
萬綠叢中一點紅,maan6 luk6 cung4 zung1 jat1 dim2 hung4
萬般皆下品，唯有讀書高,maan6 bun1 gaai1 haa6 ban2 wai4 jau5 duk6 syu1 gou1
萬變不離其宗,maan6 bin3 bat1 lei4 kei4 zung1
落力啲,lok6 lik6 di1
落唔到面,lok6 m4 dou2 min2
落嚟先喇,lok6 lai4 sin1 laa3
落地喊三聲，好醜命生成,lok6 dei6 haam3 saam1 seng1 hou2 cau2 meng6 saang1 seng4
落地開花富貴榮華,lok6 dei6 hoi1 faa1 fu3 gwai3 wing4 waa4
落差你,lok6 caa1 nei5
落得一場空,lok6 dak1 jat1 coeng4 hung1
落我面,lok6 ngo5 min2
落手打三更,lok6 sau2 daa2 saam1 gaang1
落花有意，流水無情,lok6 faa1 jau5 ji3 lau4 seoi2 mou4 cing4
落車啦,lok6 ce1 la1
落雨啦,lok6 jyu5 la1
落雨担遮：死黨,lok6 jyu5 daam1 ze1 sei2 dong2
葫蘆裏賣的是什麼藥,wu4 lou2 lei5 maai6 dik1 si6 sam6 mo1 joek6
蓆咗佢,zik6 zo2 keoi5
蓮子蓉口面,lin4 zi2 jung4 hau2 min6
蔗渣咁嘅價錢,ze3 zaa1 gam2 ge3 gaa3 cin4
蔗渣噉嘅價錢,ze3 zaa1 gam2 ge3 gaa3 cin4
蔫豬頭有盲鼻菩薩,jyun1 zyu1 tau4 jau5 mang4 bei6 pou4 saat3
薑太公釣魚，願者上鉤,goeng1 taai3 gung1 diu3 jyu4 jyun6 ze2 soeng5 ngau1
薑是老的辣，茶是後來釅,goeng1 si6 lou5 dik1 laat6 caa4 si6 hau6 loi4 jim6
薑越老越辣,goeng1 jyut6 lou5 jyut6 laat6
薑還是老的辣,goeng1 waan4 si6 lou5 dik1 laat6
